matchType=CatSet(Constituent|Shared_Interaction)	Interactor_A	Interactor_B	Dir	Sign	Annotation=CatSet(Kinase|Phosphatase|Yes)
Shared_Interaction	YMR236W	cdc14rd36	1	0		
Shared_Interaction	YMR236W	cdc14rd31	1	0		
Shared_Interaction	YMR241W	npr10	1	0		
Shared_Interaction	YMR268C	npi3	1	0		
Shared_Interaction	YMR273C	npr14	1	0		
Shared_Interaction	YMR276W	npi2	1	0		
Shared_Interaction	YMR276W	hog1id46	1	0		
Shared_Interaction	YMR290C	pde2ra67	1	0		
Shared_Interaction	YMR318C	npr10	1	0		
Shared_Interaction	YNL025C	npi1	1	0		
Shared_Interaction	YNL027W	hog1rd57	1	0		
Shared_Interaction	YNL031C	pde2id63	1	0		
Shared_Interaction	YNL047C	npi2	1	0		
Shared_Interaction	YNL052W	npr9	1	0		
Shared_Interaction	YNL055C	npi1	1	0		
Shared_Interaction	YNL061W	npr7	1	0		
Shared_Interaction	YNL073W	npi3	1	0		
Shared_Interaction	YNL079C	npr10	1	0		
Shared_Interaction	YNL102W	cdc14rd31	1	0		
Shared_Interaction	YNL102W	npi1	1	0		
Shared_Interaction	YNL102W	npi3	1	0		
Shared_Interaction	YNL102W	npr11	1	0		
Shared_Interaction	YNL102W	npi5	1	0		
Shared_Interaction	YNL103W	hog1id42	1	0		
Shared_Interaction	YNL124W	npi1	1	0		
Shared_Interaction	YNL139C	hog1id46	1	0		
Shared_Interaction	YNL182C	npi2	1	0		
Shared_Interaction	YNL182C	hog1id42	1	0		
Shared_Interaction	YNL209W	npi1	1	0		
Shared_Interaction	YNL243W	npi3	1	0		
Shared_Interaction	YNL243W	npr7	1	0		
Shared_Interaction	YNL243W	npr12	1	0		
Shared_Interaction	YNL251C	cdc14rd31	1	0		
Shared_Interaction	YNL271C	npi2	1	0		
Shared_Interaction	YNL277W	cdc14rd35	1	0		
Shared_Interaction	YNL287W	npi3	1	0		
Shared_Interaction	YNL293W	npr17	1	0		
Shared_Interaction	YNL307C	cdc14rd39	1	0		
Shared_Interaction	YNL307C	cdc14id21	1	0		
Shared_Interaction	YNL307C	pde2ra76	1	0		
Shared_Interaction	YNL307C	npr17	1	0		
Shared_Interaction	YNL317W	npi5	1	0		
Shared_Interaction	YNR017W	npr7	1	0		
Shared_Interaction	YNR017W	hog1id46	1	0		
Shared_Interaction	YNR023W	hog1id48	1	0		
Shared_Interaction	YNR052C	npr7	1	0		
Shared_Interaction	YOL041C	npr10	1	0		
Shared_Interaction	YOL051W	hog1id49	1	0		
Shared_Interaction	YOL054W	hog1ra51	1	0		
Shared_Interaction	YOL054W	pde2ra67	1	0		
Shared_Interaction	YOL054W	npi1	1	0		
Shared_Interaction	YOL054W	npr10	1	0		
Shared_Interaction	YOL068C	pde2ra76	1	0		
Shared_Interaction	YOL068C	npr17	1	0		
Shared_Interaction	YOL077C	npr16	1	0		
Shared_Interaction	YOL082W	hog1rd52	1	0		
Shared_Interaction	YOL082W	cdc14rd31	1	0		
Shared_Interaction	YOL100W	pde2ra67	1	0		
Shared_Interaction	YOL100W	npi4	1	0		
Shared_Interaction	YOL103WA	npr12	1	0		
Shared_Interaction	YOL108C	hog1id46	1	0		
Shared_Interaction	YOL117W	hog1id42	1	0		
Shared_Interaction	YOL145C	npi5	1	0		
Shared_Interaction	YOL147C	npr16	1	0		
Shared_Interaction	YOR039W	cdc14ra40	1	0		
Shared_Interaction	YOR039W	hog1id48	1	0		
Shared_Interaction	YOR046C	npi3	1	0		
Shared_Interaction	YOR061W	cdc14rd36	1	0		
Shared_Interaction	YOR069W	npi1	1	0		
Shared_Interaction	YOR089C	npr11	1	0		
Shared_Interaction	YOR117W	npr12	1	0		
Shared_Interaction	YOR123C	npi5	1	0		
Shared_Interaction	YOR153W	npr10	1	0		
Shared_Interaction	YOR174W	npi5	1	0		
Shared_Interaction	YOR174W	cdc14rd31	1	0		
Shared_Interaction	YOR174W	npi1	1	0		
Shared_Interaction	YOR174W	npi3	1	0		
Shared_Interaction	YOR174W	hog1id42	1	0		
Shared_Interaction	YOR177C	npr12	1	0		
Shared_Interaction	YOR178C	npr12	1	0		
Shared_Interaction	YOR190W	hog1id42	1	0		
Shared_Interaction	YOR198C	npi3	1	0		
Shared_Interaction	YOR204W	npi3	1	0		
Shared_Interaction	YOR209C	npr12	1	0		
Shared_Interaction	YOR231W	npi1	1	0		
Shared_Interaction	YOR233W	cdc14id21	1	0		
Shared_Interaction	YOR233W	npi1	1	0		
Shared_Interaction	YOR233W	npi4	1	0		
Shared_Interaction	YOR244W	npi3	1	0		
Shared_Interaction	YOR244W	pde2id63	1	0		
Shared_Interaction	YOR261C	npr7	1	0		
Shared_Interaction	YOR261C	npi3	1	0		
Shared_Interaction	YOR270C	npr16	1	0		
Shared_Interaction	YOR272W	npr8	1	0		
Shared_Interaction	YOR297C	npi5	1	0		
Shared_Interaction	YOR310C	cdc14rd31	1	0		
Shared_Interaction	YOR340C	npi3	1	0		
Shared_Interaction	YOR340C	npr17	1	0		
Shared_Interaction	YOR341W	pde2ra70	1	0		
Shared_Interaction	YOR358W	npr12	1	0		
Shared_Interaction	YOR373W	cdc14rd31	1	0		
Shared_Interaction	YOR373W	npi5	1	0		
Shared_Interaction	YOR373W	hog1id42	1	0		
Shared_Interaction	YPL008W	npi3	1	0		
Shared_Interaction	YPL018W	npr12	1	0		
Shared_Interaction	YPL020C	npr7	1	0		
Shared_Interaction	YPL031C	cdc14rd30	1	0		
Shared_Interaction	YPL045W	npi1	1	0		
Shared_Interaction	YPL082C	cdc14ra40	1	0		
Shared_Interaction	YPL096W	npr14	1	0		
Shared_Interaction	YPL106C	pde2ra68	1	0		
Shared_Interaction	YPL124W	npr7	1	0		
Shared_Interaction	YPL129W	hog1rd57	1	0		
Shared_Interaction	YPL141C	pde2ra69	1	0		
Shared_Interaction	YPL146C	npi5	1	0		
Shared_Interaction	YPL151C	npi3	1	0		
Shared_Interaction	YPL203W	npr8	1	0		
Shared_Interaction	YPL209C	npi3	1	0		
Shared_Interaction	YPL235W	npi1	1	0		
Shared_Interaction	YPL240C	hog1id49	1	0		
Shared_Interaction	YPL246C	npi3	1	0		
Shared_Interaction	YPL266W	cdc14rd41	1	0		
Shared_Interaction	YPL266W	npi5	1	0		
Shared_Interaction	YPL266W	npr17	1	0		
Shared_Interaction	YPL266W	npr16	1	0		
Shared_Interaction	YPR013C	pde2ra67	1	0		
Shared_Interaction	YPR013C	npr10	1	0		
Shared_Interaction	YPR016C	hog1id47	1	0		
Shared_Interaction	YPR034W	npr16	1	0		
Shared_Interaction	YPR035W	npi1	1	0		
Shared_Interaction	YPR036W	cdc14rd30	1	0		
Shared_Interaction	YPR036W	cdc14rd31	1	0		
Shared_Interaction	YPR036W	npi5	1	0		
Shared_Interaction	YPR049C	npi3	1	0		
Shared_Interaction	YPR080W	npr8	1	0		
Shared_Interaction	YPR080W	npr7	1	0		
Shared_Interaction	YPR080W	npr12	1	0		
Shared_Interaction	YPR083W	npr12	1	0		
Shared_Interaction	YPR093C	npr7	1	0		
Shared_Interaction	YPR102C	npi5	1	0		
Shared_Interaction	YPR103W	cdc14rd30	1	0		
Shared_Interaction	YPR108W	npr11	1	0		
Shared_Interaction	YPR113W	npr12	1	0		
Shared_Interaction	YPR115W	npi2	1	0		
Shared_Interaction	YPR115W	npr9	1	0		
Shared_Interaction	YPR120C	pde2ra69	1	0		
Shared_Interaction	YPR120C	npi3	1	0		
Shared_Interaction	YPR120C	npr17	1	0		
Shared_Interaction	YPR161C	pde2ra69	1	0		
Shared_Interaction	YPR161C	npr17	1	0		
Shared_Interaction	YPR161C	npr10	1	0		
Shared_Interaction	YPR165W	hog1id48	1	0		
Shared_Interaction	YPR175W	npi1	1	0		
Shared_Interaction	YPR175W	npr10	1	0		
Shared_Interaction	YPR181C	npr9	1	0		
Shared_Interaction	npi1	YDL051W	1	0		
Shared_Interaction	npr7	YDR099W	1	0		
Shared_Interaction	npr7	YGL181W	1	0		
Shared_Interaction	npi5	YGL181W	1	0		
Shared_Interaction	cdc14rd31	YGL207W	1	0		
Shared_Interaction	cdc14rd31	YGR270W	1	0		
Shared_Interaction	npi5	YGR270W	1	0		
Shared_Interaction	hog1id42	YHR051W	1	0		
Shared_Interaction	pde2ra67	YHR143WA	1	0		
Shared_Interaction	npi1	YIL091C	1	0		
Shared_Interaction	npi5	YIL156W	1	0		
Shared_Interaction	npi1	YJL108C	1	0		
Shared_Interaction	pde2id61	YJR060W	1	0		
Shared_Interaction	npr10	YJR060W	1	0		
Shared_Interaction	npr7	YJR132W	1	0		
Shared_Interaction	npi5	YJR132W	1	0		
Shared_Interaction	npi5	YLR002C	1	0		
Shared_Interaction	hog1id46	YLR170C	1	0		
Shared_Interaction	npi1	YML013W	1	0		
Shared_Interaction	npi5	YMR033W	1	0		
Shared_Interaction	npi1	YMR290C	1	0		
Shared_Interaction	npr17	YNL145W	1	0		
Shared_Interaction	npi5	YNL312W	1	0		
Shared_Interaction	npi5	YOL006C	1	0		
Shared_Interaction	hog1id42	YOR308C	1	0		
