#pid	gene_ids	eids	pathfinders	sif_edges
p265	YLR113W|YLR079W|YLL039C|HOG1ID25	edge27306|edge21412|edge13058	paths	YLR113W d YLR079W|YLR079W u YLL039C|YLL039C d HOG1ID25
p266	YFR028C|YER177W|NPI63|YGR162W|CDC14ID9	edge25958|edge15393|edge12098|edge11108	paths	YFR028C u YER177W|YER177W d NPI63|NPI63 d YGR162W|YGR162W d CDC14ID9
p267	YFR028C|YJL095W|YHR030C|CDC14RD20	edge17963|edge12682|edge25993	paths	YFR028C u YJL095W|YJL095W u YHR030C|YHR030C d CDC14RD20
p268	YFR028C|HOG1RD33|YLR096W|YNL027W|CDC14RD20	edge9388|edge7059|edge6126|edge23985	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YNL027W|YNL027W d CDC14RD20
p269	YLR113W|YLR248W|YPL153C|HOG1ID32	edge12768|edge9362|edge2621	paths	YLR113W d YLR248W|YLR248W u YPL153C|YPL153C d HOG1ID32
p270	YFR028C|HOG1RD33|YLR096W|YJL187C|CDC14ID7	edge9388|edge7059|edge15223|edge102	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YJL187C|YJL187C d CDC14ID7
p271	YLR113W|PDE2RA52|YCL032W|YLR229C|HOG1RD38	edge26596|edge10211|edge22619|edge22460	paths	YLR113W d PDE2RA52|PDE2RA52 d YCL032W|YCL032W u YLR229C|YLR229C d HOG1RD38
p272	YLR113W|YER151C|YPR181C|HOG1RD33	edge10952|edge26366|edge7672	paths	YLR113W d YER151C|YER151C d YPR181C|YPR181C d HOG1RD33
p273	YFR028C|YOR061W|YBR160W|CDC14RD13	edge6481|edge13572|edge9307	paths	YFR028C u YOR061W|YOR061W d YBR160W|YBR160W d CDC14RD13
p274	YLR113W|PDE2RA52|YCL032W|YLR229C|HOG1RD35	edge26596|edge10211|edge22619|edge11466	paths	YLR113W d PDE2RA52|PDE2RA52 d YCL032W|YCL032W u YLR229C|YLR229C d HOG1RD35
p275	YFR028C|NPR74|YBL085W|YGR052W|CDC14RD19	edge3342|edge27446|edge3702|edge21148	paths	YFR028C d NPR74|NPR74 d YBL085W|YBL085W u YGR052W|YGR052W d CDC14RD19
p276	YLR113W|YLR248W|YJL128C|HOG1ID29	edge12768|edge11086|edge12466	paths	YLR113W d YLR248W|YLR248W d YJL128C|YJL128C d HOG1ID29
p277	YFR028C|NPR66|YHR082C|YMR260C|CDC14RA12	edge20541|edge16635|edge500|edge427	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YMR260C|YMR260C d CDC14RA12
p278	YFR028C|YJL187C|YLR055C|CDC14RD19	edge26121|edge21832|edge18877	paths	YFR028C u YJL187C|YJL187C d YLR055C|YLR055C d CDC14RD19
p279	YFR028C|YDR477W|YGL179C|CDC14RD15	edge25832|edge25190|edge15857	paths	YFR028C u YDR477W|YDR477W d YGL179C|YGL179C d CDC14RD15
p280	YLR113W|PDE2ID42|YLR248W|NPR76|YHR016C|HOG1ID32	edge17446|edge5702|edge15247|edge1371|edge3168	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d NPR76|NPR76 d YHR016C|YHR016C d HOG1ID32
p281	YFR028C|YJL187C|YFR021W|CDC14ID3	edge26121|edge24238|edge20287	paths	YFR028C u YJL187C|YJL187C d YFR021W|YFR021W d CDC14ID3
p282	YLR113W|YLR248W|YJL128C|HOG1ID27	edge12768|edge11086|edge10277	paths	YLR113W d YLR248W|YLR248W d YJL128C|YJL128C d HOG1ID27
p283	YLR113W|YKL101W|CDC14RD15|YJL076W|HOG1RD33	edge13280|edge8525|edge7799|edge11997	paths	YLR113W d YKL101W|YKL101W d CDC14RD15|CDC14RD15 d YJL076W|YJL076W d HOG1RD33
p284	YLR113W|YOR061W|YPR181C|HOG1ID31	edge22501|edge21572|edge25476	paths	YLR113W u YOR061W|YOR061W u YPR181C|YPR181C d HOG1ID31
p285	YLR113W|PDE2ID42|YJL128C|HOG1ID29|YLR248W|HOG1ID25	edge17446|edge5429|edge12466|edge21823|edge9905	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YLR248W|YLR248W d HOG1ID25
p286	YLR113W|YKL101W|PDE2RA52|YKR048C|HOG1ID31	edge13280|edge10320|edge17922|edge8654	paths	YLR113W d YKL101W|YKL101W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C d HOG1ID31
p287	YLR113W|NPR66|YER111C|YPL153C|HOG1ID32	edge22071|edge21116|edge5475|edge2621	paths	YLR113W d NPR66|NPR66 d YER111C|YER111C u YPL153C|YPL153C d HOG1ID32
p288	YFR028C|YIL106W|YDR388W|CDC14RD24	edge21833|edge60|edge19039	paths	YFR028C u YIL106W|YIL106W u YDR388W|YDR388W d CDC14RD24
p289	YLR113W|PDE2ID42|YBL085W|NPR69|YAL041W|HOG1RD35	edge17446|edge27224|edge15985|edge26752|edge15040	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W d NPR69|NPR69 d YAL041W|YAL041W d HOG1RD35
p290	YFR028C|YDL140C|YDR432W|CDC14ID9	edge5596|edge7727|edge5588	paths	YFR028C d YDL140C|YDL140C u YDR432W|YDR432W d CDC14ID9
p291	YFR028C|HOG1RD33|YDR293C|NPR69|YDR507C|CDC14RD23	edge9388|edge10530|edge10627|edge22074|edge23009	paths	YFR028C d HOG1RD33|HOG1RD33 d YDR293C|YDR293C d NPR69|NPR69 d YDR507C|YDR507C d CDC14RD23
p292	YOR360C|YJL164C|CDC14RD19|YKL008C|PDE2RA58	edge26934|edge16264|edge7016|edge13692	paths	YOR360C d YJL164C|YJL164C d CDC14RD19|CDC14RD19 d YKL008C|YKL008C d PDE2RA58
p293	YFR028C|PDE2ID42|YLR248W|NPR76|YNL027W|CDC14RD20	edge14811|edge5702|edge15247|edge20615|edge23985	paths	YFR028C d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d NPR76|NPR76 d YNL027W|YNL027W d CDC14RD20
p294	YLR113W|PDE2ID42|YJL128C|HOG1ID27|YLR248W|HOG1ID25	edge17446|edge5429|edge10277|edge24450|edge9905	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID27|HOG1ID27 d YLR248W|YLR248W d HOG1ID25
p295	YLR113W|YBR182C|NPR73|YHR082C|HOG1ID29	edge8382|edge21304|edge10794|edge11764	paths	YLR113W d YBR182C|YBR182C d NPR73|NPR73 d YHR082C|YHR082C d HOG1ID29
p296	YFR028C|HOG1RD38|YBL085W|YLR229C|CDC14RD23	edge26845|edge17052|edge9466|edge14205	paths	YFR028C d HOG1RD38|HOG1RD38 d YBL085W|YBL085W u YLR229C|YLR229C d CDC14RD23
p297	YFR028C|HOG1RD33|YJL128C|HOG1ID29|YLR096W|CDC14RD21	edge9388|edge13012|edge12466|edge19181|edge4527	paths	YFR028C d HOG1RD33|HOG1RD33 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YLR096W|YLR096W d CDC14RD21
p298	YLR113W|PDE2ID42|YBL085W|NPR69|YAL041W|HOG1RD38	edge17446|edge27224|edge15985|edge26752|edge1944	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W d NPR69|NPR69 d YAL041W|YAL041W d HOG1RD38
p299	YFR028C|YNL161W|NPI65|YHL007C|CDC14RD15	edge10053|edge15279|edge7987|edge11434	paths	YFR028C u YNL161W|YNL161W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD15
p300	YLR113W|YER118C|HOG1ID29|YJR059W|HOG1RD33	edge25020|edge16737|edge22866|edge17453	paths	YLR113W d YER118C|YER118C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d HOG1RD33
p301	YLR113W|NPR66|YHR082C|HOG1ID29|YJR059W|HOG1ID28	edge22071|edge16635|edge11764|edge22866|edge1593	paths	YLR113W d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d HOG1ID28
p302	YLR113W|PDE2ID42|YLR248W|NPR76|YJR059W|HOG1ID28	edge17446|edge5702|edge15247|edge21920|edge1593	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d NPR76|NPR76 d YJR059W|YJR059W d HOG1ID28
p303	YFR028C|YNL161W|NPI65|YHL007C|CDC14RD19	edge10053|edge15279|edge7987|edge17303	paths	YFR028C u YNL161W|YNL161W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD19
p304	YLR113W|NPR66|YHR082C|HOG1ID29|YJR059W|HOG1ID27	edge22071|edge16635|edge11764|edge22866|edge6075	paths	YLR113W d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d HOG1ID27
p305	YLR113W|PDE2ID42|YLR248W|NPR76|YJR059W|HOG1ID27	edge17446|edge5702|edge15247|edge21920|edge6075	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d NPR76|NPR76 d YJR059W|YJR059W d HOG1ID27
p306	YFR028C|YNL161W|PDE2RA52|YDR507C|CDC14RD23	edge10053|edge7154|edge11481|edge23009	paths	YFR028C u YNL161W|YNL161W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d CDC14RD23
p307	YLR113W|YIR006C|NPI61|YNL078W|HOG1ID32	edge10082|edge16225|edge23664|edge7006	paths	YLR113W d YIR006C|YIR006C d NPI61|NPI61 d YNL078W|YNL078W d HOG1ID32
p308	YFR028C|NPR66|YNL243W|NPI61|YJL080C|CDC14RD23	edge20541|edge8877|edge24726|edge11666|edge10647	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d NPI61|NPI61 d YJL080C|YJL080C d CDC14RD23
p309	YLR113W|YGL158W|YER036C|HOG1RA39	edge23534|edge10925|edge4913	paths	YLR113W u YGL158W|YGL158W d YER036C|YER036C d HOG1RA39
p310	YFR028C|NPR74|YPL020C|NPR71|YIL095W|CDC14ID9	edge3342|edge23261|edge2112|edge11238|edge281	paths	YFR028C d NPR74|NPR74 d YPL020C|YPL020C d NPR71|NPR71 d YIL095W|YIL095W d CDC14ID9
p311	YOR360C|YKL166C|NPR73|YKL008C|PDE2RA58	edge18417|edge23479|edge15986|edge13692	paths	YOR360C d YKL166C|YKL166C d NPR73|NPR73 d YKL008C|YKL008C d PDE2RA58
p312	YLR113W|NPR66|YGL023C|YNL183C|HOG1ID31	edge22071|edge1569|edge12993|edge1493	paths	YLR113W d NPR66|NPR66 d YGL023C|YGL023C u YNL183C|YNL183C d HOG1ID31
p313	YOR360C|YKL166C|YBR059C|PDE2RA58	edge18417|edge20048|edge13070	paths	YOR360C d YKL166C|YKL166C d YBR059C|YBR059C d PDE2RA58
p314	YFR028C|YER129W|YDR477W|CDC14RD19	edge2427|edge26508|edge16672	paths	YFR028C u YER129W|YER129W d YDR477W|YDR477W d CDC14RD19
p315	YFR028C|NPR74|YAL031C|YER133W|CDC14RD24	edge3342|edge7139|edge24673|edge17490	paths	YFR028C d NPR74|NPR74 d YAL031C|YAL031C u YER133W|YER133W d CDC14RD24
p316	YFR028C|NPR66|YMR005W|YLR055C|CDC14RD19	edge20541|edge22732|edge24017|edge18877	paths	YFR028C d NPR66|NPR66 d YMR005W|YMR005W u YLR055C|YLR055C d CDC14RD19
p317	YFR028C|YJR053W|NPI61|YJL020C|CDC14ID7	edge2583|edge19389|edge4117|edge9488	paths	YFR028C d YJR053W|YJR053W d NPI61|NPI61 d YJL020C|YJL020C d CDC14ID7
p318	YLR113W|PDE2ID42|YJL128C|HOG1ID29|YLR248W|HOG1ID31	edge17446|edge5429|edge12466|edge21823|edge7061	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YLR248W|YLR248W d HOG1ID31
p319	YFR028C|NPR66|YHR082C|YFL023W|CDC14RD20	edge20541|edge16635|edge22611|edge16122	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YFL023W|YFL023W d CDC14RD20
p320	YLR113W|PDE2RA52|YDR507C|YDR162C|HOG1RD38	edge26596|edge11481|edge9022|edge9433	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C u YDR162C|YDR162C d HOG1RD38
p321	YFR028C|NPR66|YHR082C|HOG1ID29|YJR059W|CDC14RD20	edge20541|edge16635|edge11764|edge22866|edge3077	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD20
p322	YLR113W|PDE2RA52|YDR507C|NPI63|YHR158C|HOG1ID29	edge26596|edge11481|edge16927|edge7074|edge3270	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d NPI63|NPI63 d YHR158C|YHR158C d HOG1ID29
p323	YFR028C|YNL307C|YOR224C|CDC14RD20	edge18452|edge16554|edge14335	paths	YFR028C u YNL307C|YNL307C d YOR224C|YOR224C d CDC14RD20
p324	YFR028C|NPR74|YBL085W|YLR229C|CDC14RD23	edge3342|edge27446|edge9466|edge14205	paths	YFR028C d NPR74|NPR74 d YBL085W|YBL085W u YLR229C|YLR229C d CDC14RD23
p325	YFR028C|YER125W|NPR76|YNL027W|CDC14RD20	edge7558|edge15409|edge20615|edge23985	paths	YFR028C u YER125W|YER125W d NPR76|NPR76 d YNL027W|YNL027W d CDC14RD20
p326	YFR028C|CDC14RD23|YCR002C|NPI65|YLR096W|CDC14RD21	edge5259|edge23480|edge11412|edge539|edge4527	paths	YFR028C d CDC14RD23|CDC14RD23 d YCR002C|YCR002C d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p327	YLR113W|YIL126W|YCR052W|HOG1ID27	edge5145|edge21568|edge14259	paths	YLR113W u YIL126W|YIL126W u YCR052W|YCR052W d HOG1ID27
p328	YFR028C|YDR510W|YDL220C|CDC14RD20	edge14530|edge11342|edge1340	paths	YFR028C u YDR510W|YDR510W u YDL220C|YDL220C d CDC14RD20
p329	YLR113W|PDE2ID42|YLR248W|YDL203C|HOG1ID29	edge17446|edge5702|edge9515|edge24271	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W u YDL203C|YDL203C d HOG1ID29
p330	YFR028C|YLR096W|YPR032W|CDC14RD20	edge9729|edge10681|edge1128	paths	YFR028C u YLR096W|YLR096W u YPR032W|YPR032W d CDC14RD20
p331	YLR113W|PDE2ID42|YLR248W|NPR76|YKL168C|HOG1ID29	edge17446|edge5702|edge15247|edge3281|edge17914	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d NPR76|NPR76 d YKL168C|YKL168C d HOG1ID29
p332	YFR028C|YLR096W|YOR224C|CDC14RD20	edge9729|edge22880|edge14335	paths	YFR028C u YLR096W|YLR096W u YOR224C|YOR224C d CDC14RD20
p333	YFR028C|YDR239C|NPI65|YHL007C|CDC14RD15	edge9507|edge16580|edge7987|edge11434	paths	YFR028C u YDR239C|YDR239C d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD15
p334	YFR028C|YJL187C|YPR119W|CDC14RD15	edge26121|edge10147|edge25060	paths	YFR028C u YJL187C|YJL187C u YPR119W|YPR119W d CDC14RD15
p335	YFR028C|YDR239C|NPI65|YHL007C|CDC14RD19	edge9507|edge16580|edge7987|edge17303	paths	YFR028C u YDR239C|YDR239C d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD19
p336	YFR028C|NPR66|YER132C|YGR052W|CDC14RD19	edge20541|edge12976|edge17588|edge21148	paths	YFR028C d NPR66|NPR66 d YER132C|YER132C u YGR052W|YGR052W d CDC14RD19
p337	YLR113W|YIL035C|YFR028C|HOG1RD33	edge114|edge22507|edge9388	paths	YLR113W u YIL035C|YIL035C u YFR028C|YFR028C d HOG1RD33
p338	YLR113W|YIL035C|YFR028C|HOG1RD38	edge114|edge22507|edge26845	paths	YLR113W u YIL035C|YIL035C u YFR028C|YFR028C d HOG1RD38
p339	YFR028C|YDR510W|YDR225W|CDC14RD15	edge14530|edge10044|edge3792	paths	YFR028C u YDR510W|YDR510W u YDR225W|YDR225W d CDC14RD15
p340	YFR028C|YDL155W|NPR67|YDR507C|CDC14RD23	edge15472|edge25663|edge12389|edge23009	paths	YFR028C u YDL155W|YDL155W d NPR67|NPR67 d YDR507C|YDR507C d CDC14RD23
p341	YLR113W|YIR006C|PDE2RA58|YBL007C|HOG1ID32	edge10082|edge27123|edge21238|edge956	paths	YLR113W d YIR006C|YIR006C d PDE2RA58|PDE2RA58 d YBL007C|YBL007C d HOG1ID32
p342	YLR113W|NPR66|YBR275C|YFR028C|HOG1RD38	edge22071|edge6413|edge7138|edge26845	paths	YLR113W d NPR66|NPR66 d YBR275C|YBR275C u YFR028C|YFR028C d HOG1RD38
p343	YFR028C|YJL187C|NPI65|YLR096W|CDC14RD21	edge26121|edge22691|edge539|edge4527	paths	YFR028C u YJL187C|YJL187C d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p344	YLR113W|YLR248W|NPR76|YKL168C|HOG1ID29	edge12768|edge15247|edge3281|edge17914	paths	YLR113W d YLR248W|YLR248W d NPR76|NPR76 d YKL168C|YKL168C d HOG1ID29
p345	YFR028C|YAR019C|NPI61|YHL009C|CDC14RD23	edge4622|edge17716|edge19208|edge11604	paths	YFR028C d YAR019C|YAR019C d NPI61|NPI61 d YHL009C|YHL009C d CDC14RD23
p346	YFR028C|YLR096W|YDL203C|CDC14RD20	edge9729|edge13983|edge13647	paths	YFR028C u YLR096W|YLR096W d YDL203C|YDL203C d CDC14RD20
p347	YOR360C|YPL203W|NPI65|YLR096W|PDE2ID42	edge22774|edge26688|edge539|edge5078	paths	YOR360C d YPL203W|YPL203W d NPI65|NPI65 d YLR096W|YLR096W d PDE2ID42
p348	YFR028C|YER177W|NPR73|YJL020C|CDC14ID7	edge25958|edge17693|edge13252|edge9488	paths	YFR028C u YER177W|YER177W d NPR73|NPR73 d YJL020C|YJL020C d CDC14ID7
p349	YLR113W|PDE2ID42|YBL085W|YAL041W|HOG1RD35	edge17446|edge27224|edge13076|edge15040	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YAL041W|YAL041W d HOG1RD35
p350	YLR113W|NPR66|YBR275C|YFR028C|HOG1RD33	edge22071|edge6413|edge7138|edge9388	paths	YLR113W d NPR66|NPR66 d YBR275C|YBR275C u YFR028C|YFR028C d HOG1RD33
p351	YLR113W|PDE2ID42|YBL085W|YAL041W|HOG1RD38	edge17446|edge27224|edge13076|edge1944	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YAL041W|YAL041W d HOG1RD38
p352	YFR028C|NPR66|YER132C|YPL203W|CDC14RD19	edge20541|edge12976|edge6219|edge1784	paths	YFR028C d NPR66|NPR66 d YER132C|YER132C u YPL203W|YPL203W d CDC14RD19
p353	YLR113W|YPR115W|NPI63|YJR059W|HOG1ID28	edge506|edge15808|edge6361|edge1593	paths	YLR113W u YPR115W|YPR115W d NPI63|NPI63 d YJR059W|YJR059W d HOG1ID28
p354	YLR113W|YPR115W|NPI63|YJR059W|HOG1ID27	edge506|edge15808|edge6361|edge6075	paths	YLR113W u YPR115W|YPR115W d NPI63|NPI63 d YJR059W|YJR059W d HOG1ID27
p355	YFR028C|YDL149W|YFR021W|CDC14ID3	edge11716|edge26149|edge20287	paths	YFR028C u YDL149W|YDL149W u YFR021W|YFR021W d CDC14ID3
p356	YFR028C|YGL003C|YPR119W|CDC14RD15	edge4187|edge18844|edge25060	paths	YFR028C d YGL003C|YGL003C u YPR119W|YPR119W d CDC14RD15
p357	YFR028C|NPR74|YBL085W|YLR096W|CDC14RD21	edge3342|edge27446|edge17197|edge4527	paths	YFR028C d NPR74|NPR74 d YBL085W|YBL085W u YLR096W|YLR096W d CDC14RD21
p358	YFR028C|YBL085W|YLR096W|CDC14RD21	edge6660|edge17197|edge4527	paths	YFR028C u YBL085W|YBL085W u YLR096W|YLR096W d CDC14RD21
p359	YOR360C|YPL203W|NPI65|YBR059C|PDE2RA58	edge22774|edge26688|edge24066|edge13070	paths	YOR360C d YPL203W|YPL203W d NPI65|NPI65 d YBR059C|YBR059C d PDE2RA58
p360	YLR113W|YLR138W|YDR099W|HOG1ID31	edge10877|edge6395|edge4010	paths	YLR113W d YLR138W|YLR138W u YDR099W|YDR099W d HOG1ID31
p361	YLR113W|YDL140C|YDR432W|HOG1IA30	edge25100|edge7727|edge16018	paths	YLR113W d YDL140C|YDL140C u YDR432W|YDR432W d HOG1IA30
p362	YFR028C|YCL024W|YNL027W|CDC14RD20	edge22003|edge27023|edge23985	paths	YFR028C u YCL024W|YCL024W u YNL027W|YNL027W d CDC14RD20
p363	YLR113W|PDE2ID42|YCL032W|YJL128C|HOG1ID27	edge17446|edge22245|edge17374|edge10277	paths	YLR113W d PDE2ID42|PDE2ID42 d YCL032W|YCL032W d YJL128C|YJL128C d HOG1ID27
p364	YLR113W|YGL158W|YKR048C|HOG1ID31	edge23534|edge11469|edge8654	paths	YLR113W u YGL158W|YGL158W d YKR048C|YKR048C d HOG1ID31
p365	YFR028C|YDL101C|YPL153C|CDC14RD19	edge21484|edge15567|edge14489	paths	YFR028C u YDL101C|YDL101C d YPL153C|YPL153C d CDC14RD19
p366	YOR360C|YKL166C|NPI65|YBR059C|PDE2RA58	edge18417|edge10752|edge24066|edge13070	paths	YOR360C d YKL166C|YKL166C d NPI65|NPI65 d YBR059C|YBR059C d PDE2RA58
p367	YLR113W|PDE2ID42|YCL032W|YJL128C|HOG1ID29	edge17446|edge22245|edge17374|edge12466	paths	YLR113W d PDE2ID42|PDE2ID42 d YCL032W|YCL032W d YJL128C|YJL128C d HOG1ID29
p368	YLR113W|PDE2RA52|YDR507C|NPI63|YJR059W|HOG1RD33	edge26596|edge11481|edge16927|edge6361|edge17453	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d NPI63|NPI63 d YJR059W|YJR059W d HOG1RD33
p369	YFR028C|NPR74|YBL051C|YPL153C|CDC14RD19	edge3342|edge24432|edge7092|edge14489	paths	YFR028C d NPR74|NPR74 d YBL051C|YBL051C u YPL153C|YPL153C d CDC14RD19
p370	YLR113W|YPR115W|YER177W|HOG1ID27	edge506|edge10287|edge24351	paths	YLR113W u YPR115W|YPR115W u YER177W|YER177W d HOG1ID27
p371	YFR028C|YDR477W|YAR014C|CDC14RD20	edge25832|edge19196|edge7326	paths	YFR028C u YDR477W|YDR477W d YAR014C|YAR014C d CDC14RD20
p372	YLR113W|YOL148C|YFL038C|HOG1ID29	edge3845|edge6043|edge588	paths	YLR113W u YOL148C|YOL148C u YFL038C|YFL038C d HOG1ID29
p373	YFR028C|YDR510W|YDR507C|CDC14RD23	edge14530|edge3791|edge23009	paths	YFR028C u YDR510W|YDR510W u YDR507C|YDR507C d CDC14RD23
p374	YFR028C|YBL016W|YFL023W|CDC14RD20	edge8622|edge10768|edge16122	paths	YFR028C u YBL016W|YBL016W d YFL023W|YFL023W d CDC14RD20
p375	YFR028C|YDR510W|YPL153C|CDC14RD19	edge14530|edge7676|edge14489	paths	YFR028C u YDR510W|YDR510W u YPL153C|YPL153C d CDC14RD19
p376	YFR028C|YGR097W|YOR061W|CDC14RD20	edge17061|edge7295|edge19864	paths	YFR028C u YGR097W|YGR097W u YOR061W|YOR061W d CDC14RD20
p377	YLR113W|NPR66|YHR205W|NPR73|YJL020C|HOG1ID29	edge22071|edge13453|edge14169|edge13252|edge25051	paths	YLR113W d NPR66|NPR66 d YHR205W|YHR205W d NPR73|NPR73 d YJL020C|YJL020C d HOG1ID29
p378	YFR028C|NPR66|YHR082C|YNL027W|CDC14RD20	edge20541|edge16635|edge20031|edge23985	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YNL027W|YNL027W d CDC14RD20
p379	YFR028C|NPR66|YER111C|YPL153C|CDC14RD19	edge20541|edge21116|edge5475|edge14489	paths	YFR028C d NPR66|NPR66 d YER111C|YER111C u YPL153C|YPL153C d CDC14RD19
p380	YLR113W|YIL035C|YMR036C|HOG1ID29	edge114|edge13324|edge19613	paths	YLR113W u YIL035C|YIL035C d YMR036C|YMR036C d HOG1ID29
p381	YFR028C|NPR74|YER155C|YLR229C|CDC14RD23	edge3342|edge10006|edge19226|edge14205	paths	YFR028C d NPR74|NPR74 d YER155C|YER155C u YLR229C|YLR229C d CDC14RD23
p382	YFR028C|NPR74|YGR196C|YPL153C|CDC14RD19	edge3342|edge7275|edge21941|edge14489	paths	YFR028C d NPR74|NPR74 d YGR196C|YGR196C u YPL153C|YPL153C d CDC14RD19
p383	YLR113W|YOR061W|YPR181C|HOG1RD33	edge22501|edge21572|edge7672	paths	YLR113W u YOR061W|YOR061W u YPR181C|YPR181C d HOG1RD33
p384	YOR360C|YJL164C|NPR76|YBL007C|PDE2ID43	edge26934|edge23417|edge25856|edge17784	paths	YOR360C d YJL164C|YJL164C d NPR76|NPR76 d YBL007C|YBL007C d PDE2ID43
p385	YFR028C|YJL095W|YDL220C|CDC14RD20	edge17963|edge14813|edge1340	paths	YFR028C u YJL095W|YJL095W d YDL220C|YDL220C d CDC14RD20
p386	YFR028C|NPR66|YHR205W|YMR196W|CDC14RD20	edge20541|edge13453|edge26249|edge21766	paths	YFR028C d NPR66|NPR66 d YHR205W|YHR205W u YMR196W|YMR196W d CDC14RD20
p387	YLR113W|YLR055C|CDC14RD19|YHR082C|HOG1ID29	edge15570|edge18877|edge24182|edge11764	paths	YLR113W u YLR055C|YLR055C d CDC14RD19|CDC14RD19 d YHR082C|YHR082C d HOG1ID29
p388	YOR360C|YPL203W|HOG1RD33|YLR096W|PDE2RA52	edge22774|edge24524|edge7059|edge20343	paths	YOR360C d YPL203W|YPL203W d HOG1RD33|HOG1RD33 d YLR096W|YLR096W d PDE2RA52
p389	YOR360C|YPL203W|YBR154C|PDE2RA51	edge22774|edge18138|edge3694	paths	YOR360C d YPL203W|YPL203W u YBR154C|YBR154C d PDE2RA51
p390	YFR028C|YBL016W|NPI63|YGR162W|CDC14ID9	edge8622|edge21213|edge12098|edge11108	paths	YFR028C u YBL016W|YBL016W d NPI63|NPI63 d YGR162W|YGR162W d CDC14ID9
p391	YFR028C|NPR66|YHR082C|YMR291W|CDC14RD19	edge20541|edge16635|edge2781|edge2212	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YMR291W|YMR291W d CDC14RD19
p392	YOR360C|YKL166C|YPL203W|PDE2RA52	edge18417|edge20471|edge11070	paths	YOR360C d YKL166C|YKL166C u YPL203W|YPL203W d PDE2RA52
p393	YFR028C|YBL016W|NPI63|YJR059W|CDC14RD19	edge8622|edge21213|edge6361|edge15351	paths	YFR028C u YBL016W|YBL016W d NPI63|NPI63 d YJR059W|YJR059W d CDC14RD19
p394	YFR028C|YBL085W|NPR69|YHL007C|CDC14RD15	edge6660|edge15985|edge24337|edge11434	paths	YFR028C u YBL085W|YBL085W d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD15
p395	YFR028C|YJL076W|YLR096W|CDC14RD21	edge5395|edge26639|edge4527	paths	YFR028C u YJL076W|YJL076W u YLR096W|YLR096W d CDC14RD21
p396	YFR028C|YBL085W|NPR69|YHL007C|CDC14RD19	edge6660|edge15985|edge24337|edge17303	paths	YFR028C u YBL085W|YBL085W d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD19
p397	YLR113W|NPR66|YNL243W|NPI65|YHR082C|HOG1ID29	edge22071|edge8877|edge3476|edge17577|edge11764	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d NPI65|NPI65 d YHR082C|YHR082C d HOG1ID29
p398	YOR360C|YPL203W|PDE2RA52	edge22774|edge11070	paths	YOR360C d YPL203W|YPL203W d PDE2RA52
